"year","gdp","gdp_c","gdp_i","gdp_g","gdp_nx","gdp_comp","gdp_wages","gdp_proprietors","gdp_rent","gdp_interest","gdp_div","gdp_corp","gdp_fy","rgdp","pce_deflator","cpiu","ccpiu","cpiu_irs","ccpiu_irs","gdp_deflator","awi","u3","lfpr","emp_hh","emp_est","tsy_10y","tsy_3m","ffr","avg_rate_debt","rev","rev_iit","rev_payroll","rev_corp","rev_excise","rev_estate","rev_customs","rev_misc","outlays","outlays_disc","outlays_mand","outlays_mand_oasdi","outlays_mand_health","outlays_mand_other","outlays_ni","unmarried_0","unmarried_1","unmarried_2","unmarried_3","unmarried_4","unmarried_5","unmarried_6","unmarried_7","unmarried_8","unmarried_9","unmarried_10","unmarried_11","unmarried_12","unmarried_13","unmarried_14","unmarried_15","unmarried_16","unmarried_17","unmarried_18","unmarried_19","unmarried_20","unmarried_21","unmarried_22","unmarried_23","unmarried_24","unmarried_25","unmarried_26","unmarried_27","unmarried_28","unmarried_29","unmarried_30","unmarried_31","unmarried_32","unmarried_33","unmarried_34","unmarried_35","unmarried_36","unmarried_37","unmarried_38","unmarried_39","unmarried_40","unmarried_41","unmarried_42","unmarried_43","unmarried_44","unmarried_45","unmarried_46","unmarried_47","unmarried_48","unmarried_49","unmarried_50","unmarried_51","unmarried_52","unmarried_53","unmarried_54","unmarried_55","unmarried_56","unmarried_57","unmarried_58","unmarried_59","unmarried_60","unmarried_61","unmarried_62","unmarried_63","unmarried_64","unmarried_65","unmarried_66","unmarried_67","unmarried_68","unmarried_69","unmarried_70","unmarried_71","unmarried_72","unmarried_73","unmarried_74","unmarried_75","unmarried_76","unmarried_77","unmarried_78","unmarried_79","unmarried_80","unmarried_81","unmarried_82","unmarried_83","unmarried_84","unmarried_85","unmarried_86","unmarried_87","unmarried_88","unmarried_89","unmarried_90","unmarried_91","unmarried_92","unmarried_93","unmarried_94","unmarried_95","unmarried_96","unmarried_97","unmarried_98","unmarried_99","unmarried_100","married_0","married_1","married_2","married_3","married_4","married_5","married_6","married_7","married_8","married_9","married_10","married_11","married_12","married_13","married_14","married_15","married_16","married_17","married_18","married_19","married_20","married_21","married_22","married_23","married_24","married_25","married_26","married_27","married_28","married_29","married_30","married_31","married_32","married_33","married_34","married_35","married_36","married_37","married_38","married_39","married_40","married_41","married_42","married_43","married_44","married_45","married_46","married_47","married_48","married_49","married_50","married_51","married_52","married_53","married_54","married_55","married_56","married_57","married_58","married_59","married_60","married_61","married_62","married_63","married_64","married_65","married_66","married_67","married_68","married_69","married_70","married_71","married_72","married_73","married_74","married_75","married_76","married_77","married_78","married_79","married_80","married_81","married_82","married_83","married_84","married_85","married_86","married_87","married_88","married_89","married_90","married_91","married_92","married_93","married_94","married_95","married_96","married_97","married_98","married_99","married_100"
2059,102001.933874547,70291.1025202159,18391.191665345,15901.3093620592,-2581.6696730733,54137.2425606236,44463.4540523772,6898.96906761582,3083.44875504053,8769.30399210764,7244.55898136155,11515.8627346533,101061.28607499,1.69688676455253,1.93716478221137,2.14455885732269,1.95857484173201,2.14445410755978,1.95847917625303,1.97446400922441,3.15997976481992,4.032,61.22,177.933276907408,172.826900464358,3.7841005,3.02750075,3.2167755,3.639,,,,1189.45118106376,224.473358459941,187.045030876581,241.069067869599,488.962733080632,26893.0968662769,5164.38353064526,16246.9612503414,6124.13214584643,8185.89737290617,1936.93173158882,5481.7520852902,3330984,3344834,3360825,3378715,3398822,3421390,3446545,3480426,3516142,3553347,3591436,3629535,3666876,3703022,3737923,3771480,3792941,3808066,3823204,3822764,3781776,3753248,3685540,3594426,3449785,3271612,3099165,2922422,2812097,2651095,2512207,2352801,2313759,2250922,2091892,2094555,2096070,2033790,1977603,2111787,2028596,2061011,2177706,2153624,2084302,2075047,2076774,2072710,2158166,2099008,2209400,2170909,2157782,2095884,2106554,2089024,2017358,1981559,2034769,1972697,2019501,1958064,1982863,1844573,1860675,1978724,1922196,1962084,1972517,1885202,1923313,1802443,1752844,1754269,1677420,1573447,1632947,1519645,1517885,1409184,1315069,1289274,1216631,1165961,1178299,1069879,1081385,1100156,1082848,926795,845768,749138,672400,640647,574298,462330,379663,302962,227060,171601,353356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11054,27984,44754,76753,148322,206544,303831,427681,608583,826046,1040950,1263134,1421042,1632644,1822485,2031273,2113516,2210628,2392613,2392563,2502436,2550869,2567247,2611067,2759250,2796455,2862756,2947124,3042012,3004831,3025439,3015786,3000398,3075337,3098633,3147352,3103815,3012543,2976483,2890118,2893059,2876598,2869337,2794195,2736770,2677225,2669402,2772817,2759313,2607573,2734639,2572968,2617166,2525912,2345190,2291659,2271763,2230718,2158123,2093366,2027719,1878488,1844434,1721646,1591762,1465604,1349190,1272166,1120738,1037513,951648,839226,779298,681268,549219,437247,368787,263572,201211,162291,109337,67813,51287,26728,54589
2060,105494.480090411,72697.8698705081,19020.9060679664,16445.7701946161,-2670.06604267934,55990.9017458994,45985.8827191306,7135.18976849099,3189.02604041312,9069.5649607974,7492.61268088337,11910.1658746879,104521.624510197,1.71989654907986,1.97497823876014,2.19336901691536,1.99781443763423,2.19326188304785,1.99771685551941,2.01474307501259,3.26647890293783,4.032,61.22,178.0258022114,172.9167704526,3.7841005,3.02750075,3.2167755,3.639,,,,1230.17798950339,232.15932625361,193.449452733795,249.323272753454,505.704817061313,27813.9165029782,5341.21202273455,16803.2572035531,6333.82243052021,8466.18249895448,2003.25227407842,5669.44727669053,3325643,3338417,3352897,3368836,3386698,3406950,3429779,3461515,3495476,3531163,3568301,3606315,3644387,3681781,3718103,3753260,3772019,3796997,3818741,3823033,3751161,3752652,3669802,3565937,3465206,3297266,3089513,2930489,2759470,2641902,2543879,2416237,2274595,2232415,2225931,2081719,2055608,2073170,2021386,1955658,2095281,2026820,2031765,2163228,2136348,2075432,2079157,2070254,2072342,2147820,2097103,2195478,2168591,2159386,2115322,2088667,2066103,1995906,1968442,2031870,1977184,2010134,1932306,1977183,1835414,1833392,1940633,1924040,1943848,1951357,1870870,1911642,1792925,1736672,1741204,1659300,1555889,1626616,1518147,1493121,1387025,1299643,1268968,1173762,1152777,1139462,1037840,1026620,1047321,1021886,869579,777329,666844,598061,566903,471059,382359,298911,239245,178258,366709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15269,23718,35466,64864,170046,201105,316086,452278,588463,794861,1043949,1247546,1465852,1632473,1781955,1961034,2152280,2237404,2277511,2444059,2471602,2563909,2599264,2622609,2658903,2789990,2849627,2896966,2978321,3059423,3003630,3029214,3008107,2998594,3061555,3094107,3128835,3081276,2969689,2970488,2885828,2886626,2859456,2840003,2755455,2709992,2663954,2634088,2737889,2742295,2598904,2685199,2538478,2583389,2483590,2298878,2240151,2222869,2173854,2102507,2031018,1949842,1790972,1773970,1641251,1497596,1370305,1273294,1160666,1023796,926222,855843,732023,668922,565439,443028,355093,283735,184862,156527,108034,77122,40260,27648,52696
2061,109106.611088707,75187.0449348743,19672.1818917336,17008.8733660798,-2761.48910398068,57908.030221679,47560.4393434337,7379.49866616412,3298.21829203686,9380.10686505511,7749.15973907681,12317.9699542372,108100.444933426,1.74321834628538,2.01352981398074,2.24329009574035,2.03784018980364,2.24318052350601,2.03774065265361,2.05584383374285,3.37656732556513,4.032,61.22,178.11837562855,173.006687173235,3.7841005,3.02750075,3.2167755,3.639,,,,1272.29928386398,240.108461584533,200.0731619954,257.860101612532,523.020149997493,28766.2650040402,5524.09512239298,17378.6007302028,6550.69251054122,8756.06458771868,2071.84363194286,5863.56915144442,3321139,3333121,3346493,3360917,3376827,3394836,3415350,3444763,3476583,3510515,3546137,3583204,3621196,3659324,3696897,3733480,3755568,3773663,3809403,3805143,3752452,3719670,3676125,3557281,3418359,3278177,3102483,2906240,2754981,2616927,2506737,2404744,2333915,2215942,2176513,2190731,2041343,2029040,2035421,1995524,1958520,2046596,1993722,2027489,2138178,2114362,2076626,2074809,2052572,2044135,2123414,2115351,2208743,2157724,2178964,2121985,2094340,2049788,2000159,1962427,2022269,1971063,2008423,1920445,1958531,1840116,1829005,1938614,1923806,1945259,1923950,1848344,1897743,1793200,1706940,1714093,1646165,1531437,1617937,1500535,1472139,1360710,1278645,1230040,1156048,1113261,1074232,988656,969964,987039,940993,788456,693002,587188,513673,455649,386364,296976,226999,187298,387771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13544,30395,29524,69066,157202,225265,303799,457526,631496,809333,1025546,1265254,1462941,1649777,1809897,1963803,2086271,2253611,2335378,2354108,2524980,2536854,2638386,2659010,2651401,2736701,2848306,2873120,2936223,3008948,3061364,3005229,3039294,3024272,3007776,3025307,3060859,3117650,3039675,2937805,2939146,2873855,2853152,2833616,2815190,2724983,2673307,2634525,2609496,2688698,2702052,2551987,2635648,2481883,2553670,2446930,2251268,2174768,2183039,2125601,2036410,1970930,1868829,1714214,1689050,1554329,1402741,1287390,1166331,1064436,943187,830988,758174,629795,568821,467695,358881,278924,220097,153162,106750,80423,56721,19661,45160
2062,112842.421452384,77761.4493534444,20345.7573997066,17591.2571901344,-2856.04249090097,59890.8011764693,49188.9087865528,7632.17270049358,3411.1492863562,9701.28172411459,8014.4909685428,12739.7372454703,111801.804167947,1.76685638706101,2.05283391594964,2.2943473783194,2.07866784869998,2.29423531222101,2.07856631734608,2.0977830479512,3.49036600047223,4.032,61.22,178.210997183877,173.096650650565,3.7841005,3.02750075,3.2167755,3.639,,,,1315.86281134348,248.329775309188,206.923667062122,266.689231491745,540.928359933407,29751.2219177785,5713.24013938372,17973.6440192049,6774.98822210215,9055.87223920217,2142.78355790059,6064.33775918988,3317165,3328661,3341207,3354520,3368917,3384975,3403247,3430348,3459847,3491639,3525511,3561066,3598113,3636164,3674476,3712313,3736729,3754721,3786119,3804295,3737236,3732831,3656729,3574250,3423920,3244804,3107164,2919571,2765881,2624738,2472564,2393777,2282960,2259123,2150252,2147768,2143682,2018290,2017015,2009751,1998791,1935346,2027818,1972531,2034383,2141909,2094029,2072576,2082274,2072078,2048342,2117573,2126072,2207026,2161071,2169457,2098322,2089849,2028963,1980141,1965159,2015989,1966619,1988589,1893295,1943533,1823541,1812172,1919058,1891925,1932905,1918479,1845293,1889399,1778249,1700971,1712991,1627574,1513797,1583506,1478097,1455686,1324569,1223576,1219151,1105795,1071913,1019395,940723,905653,896902,850699,688234,609240,506643,437728,358455,304007,230278,172015,400536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12648,31212,36208,54696,158793,200620,314447,434672,622611,838981,1016337,1246599,1445619,1634695,1836550,1965738,2128645,2203869,2361517,2405706,2441830,2587168,2585720,2698663,2687886,2704010,2780847,2889997,2879966,2941420,3032512,3062892,2990154,3008199,3004967,2996094,2995069,3041416,3091126,3025343,2934454,2916862,2865043,2842353,2796895,2784713,2690610,2652471,2618188,2580872,2660433,2672149,2520455,2615251,2436967,2499458,2387258,2193940,2120206,2114123,2045745,1971083,1898747,1807856,1631835,1588406,1470717,1335613,1170441,1080788,959813,850604,730808,665680,547895,471698,395248,282897,214653,157009,120207,75814,54714,38264,42706
2063,116706.145962914,80424.0013793063,21042.3961330725,18193.5818363246,-2953.83338578943,61941.4622087516,50873.1370234044,7893.49829375848,3527.94703792104,10033.4536103483,8288.90713930571,13175.9458487552,115629.897942657,1.79081495966956,2.09290523398898,2.34656672464995,2.12031348033988,2.34645210792716,2.12020991482868,2.1405778221294,3.60799997234278,4.032,61.22,178.303666902412,173.186660908903,3.7841005,3.02750075,3.2167755,3.639,,,,1360.91795400388,256.832586815774,214.008733422329,275.820670778023,559.449746977527,30769.9037562432,5908.86148175622,18589.0615904225,7006.96381882693,9365.94530467246,2216.1524669231,6271.98068406454,3313355,3324729,3336757,3349243,3362527,3377072,3393396,3418258,3445446,3474920,3506655,3540462,3575999,3613111,3651349,3689929,3717323,3742713,3756307,3776920,3735656,3711869,3666770,3549178,3439919,3254370,3076795,2930503,2764386,2634406,2462779,2336763,2305111,2229205,2220773,2111790,2111171,2152335,1992168,2005895,2015525,1983006,1925327,2019788,1977223,2013485,2139125,2076672,2101665,2070355,2073578,2060246,2120656,2126564,2208931,2186644,2165177,2073263,2081867,2003680,1980207,1958889,1998191,1949995,1992596,1896080,1926718,1816730,1803687,1903589,1887407,1914355,1890893,1825216,1875168,1769880,1692937,1697329,1607167,1495910,1557996,1444342,1419167,1293561,1210107,1174835,1070729,1023222,965637,894136,844635,802816,760293,616582,523114,422437,361077,288731,241113,176247,407079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10928,23531,47947,65532,145222,208028,292997,451071,600806,826172,1043068,1231228,1441897,1618727,1839197,2015388,2097629,2225352,2284563,2441712,2483170,2472432,2650571,2631547,2725746,2733615,2739725,2809512,2900306,2909343,2947720,3047432,3026411,2990466,2992041,2975662,2973969,2973895,3017266,3040514,3003964,2931381,2896682,2859068,2809334,2766877,2763512,2666165,2605575,2571552,2553733,2620298,2631809,2482393,2565370,2395797,2463767,2340416,2137985,2053799,2041784,1975698,1902178,1821319,1726778,1549828,1501042,1375360,1220756,1075449,969755,861068,753100,626800,560369,463497,381077,303065,220456,162629,106872,80217,45978,35171,45868
2064,120702.164400684,83177.7191865338,21762.8877766689,18816.5300784003,-3054.97264091884,64062.3378747793,52615.0332350858,8163.77167533677,3648.74394449946,10376.9990619666,8572.71931975554,13627.0902346165,119589.065648214,1.81509841052268,2.13375874415644,2.39997458330298,2.16279347261885,2.39985735790358,2.16268783219649,2.18424560970084,3.72959850017571,4.032,61.22,178.396384809202,173.276717972576,3.7841005,3.02750075,3.2167755,3.639,,,,1407.51578474898,265.626534588346,221.33639245471,285.264770545462,578.605306314037,31823.465260857,6111.18089889155,19225.5510592786,7246.88225998357,9686.63527190444,2292.03352739055,6486.73330268691,3309412,3320960,3332836,3344801,3357258,3370691,3385502,3408419,3433369,3460536,3489953,3521626,3555418,3591023,3628326,3666836,3696682,3720070,3750232,3759010,3715081,3700445,3645130,3546875,3434011,3271218,3084138,2916971,2776276,2586921,2487697,2334522,2249908,2230455,2185343,2184056,2082462,2100970,2109664,1950307,1983644,1996825,1977445,1928612,2014762,1977211,2030015,2132468,2065647,2101736,2089098,2077937,2060073,2112649,2114148,2201803,2172969,2153908,2062115,2064673,1996483,1958850,1945776,1980226,1929387,1987347,1888692,1913573,1794308,1802421,1892981,1890139,1895137,1874716,1799532,1857768,1735118,1682843,1662818,1597152,1466060,1517158,1414295,1375849,1248783,1176311,1139112,1035412,966783,919759,820394,775049,717292,664045,536038,428667,354569,290170,228452,183285,411445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9225,25093,34383,65424,149318,204364,301151,442036,598117,803596,1032563,1241210,1425665,1661102,1808100,2010618,2145618,2215400,2311707,2363142,2512056,2532815,2552491,2727569,2686731,2775081,2765371,2757405,2829662,2910025,2895885,2952219,3051136,3014932,2957031,2970717,2956915,2961773,2964560,3000332,3027283,2988437,2912994,2884052,2832843,2795426,2741495,2740207,2643501,2567568,2534767,2520852,2593685,2581868,2437385,2505742,2351843,2412389,2294640,2079784,2008361,1966837,1919019,1817249,1744949,1649270,1457574,1413574,1287373,1114422,961220,858060,766145,645099,540464,457084,376501,305438,231119,174926,106075,70821,50640,29904,49236
2065,124835.006509764,86025.7242914807,22508.0490541421,19460.8080682847,-3159.57490414392,66255.8323236117,54416.5719730551,8443.2992175003,3773.67693715912,10732.3075098483,8866.24922926397,14093.6818042498,123683.795256009,1.83971114496937,2.17540971484238,2.45459800481896,2.20612454176016,2.45447811136947,2.20601678485627,2.22880422013874,3.85529519931808,4.032,61.22,178.489150929302,173.366821865922,3.7841005,3.02750075,3.2167755,3.639,,,,1455.70912521878,274.721587132651,228.914950532359,295.032236288939,598.41675200223,32913.1007113888,6320.4277328696,19883.8339275483,7495.0155085654,10018.3056636144,2370.5127553684,6708.83905097091,3305151,3317056,3329076,3340885,3352820,3365427,3379127,3400534,3423541,3448471,3475582,3504940,3536601,3570465,3606264,3643842,3671191,3701155,3724342,3743797,3706686,3680727,3629612,3528975,3392647,3293826,3084154,2900897,2756411,2608079,2439248,2358645,2231641,2183589,2173214,2138656,2149076,2047428,2080264,2107127,1955469,1971068,1980699,1978453,1914289,1992280,1980790,2023955,2125449,2046837,2105818,2087719,2091575,2070469,2117030,2105601,2202213,2183686,2154368,2060910,2057686,1984366,1949739,1913756,1955373,1921165,1977741,1873893,1895914,1772351,1796069,1880561,1887471,1847935,1857416,1786941,1828377,1703180,1670951,1643295,1556914,1449423,1473056,1382084,1349696,1218674,1133627,1104662,981458,902095,855236,750271,705021,637592,571128,439491,356067,274695,227002,175543,430645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11657,21703,39238,61051,139751,207664,301649,446521,628216,772464,1026893,1254200,1442063,1635690,1851543,1980434,2157001,2255196,2315288,2400404,2439268,2586674,2591089,2590254,2755755,2729990,2818062,2785820,2787185,2861951,2910711,2899372,2952187,3058598,2996343,2941392,2938587,2926444,2936118,2949576,2974037,2988478,2959762,2882987,2859010,2809205,2767056,2732781,2721567,2608076,2533587,2503356,2490423,2564227,2534986,2391747,2447987,2331768,2357500,2230293,2027988,1955527,1888333,1841636,1751259,1643936,1567953,1360834,1302255,1172292,1005978,845285,761000,676759,545742,443905,359920,292267,238262,183755,119491,80923,46320,31886,36893
2066,129109.357132658,88971.245091221,23278.7246537559,20127.1461365428,-3267.75874886181,68524.4320223722,56279.7953974125,8732.39778270751,3902.88763548745,11099.7817189855,9169.82960287397,14576.2494692273,127918.728405575,1.86465762809515,2.2178737124761,2.51046465540864,2.25032373889275,2.51034203318424,2.25021382310411,2.27427182622957,3.98522818828482,4.032,61.22,178.581965287786,173.456972613292,3.7841005,3.02750075,3.2167755,3.639,,,,1505.55260566627,284.128054276073,236.752998438587,305.134140059472,618.906541590786,34040.0452797467,6536.83917844305,20564.6564012275,7751.64483957868,10361.3324495366,2451.67911211222,6938.54970007615,3300469,3312836,3325182,3337132,3348911,3360996,3373870,3394170,3415668,3438655,3463533,3490588,3519936,3551670,3585732,3621812,3649116,3674105,3717196,3718064,3700064,3677569,3610163,3509454,3418381,3228137,3133164,2915098,2733309,2613818,2487578,2336037,2257777,2179814,2135509,2153369,2119826,2120852,2028453,2049482,2076055,1945224,1978399,1975803,1991137,1900866,1987592,1989215,2019210,2135335,2051032,2116837,2076439,2093816,2056687,2113858,2103401,2217587,2161452,2140387,2041887,2032820,1971942,1924389,1895813,1942730,1890479,1958154,1847946,1874444,1761074,1783594,1864004,1869195,1840173,1847790,1768424,1799160,1674187,1657263,1605968,1538069,1431739,1452918,1334550,1310814,1188233,1070565,1028284,920263,837980,773039,684925,630612,554340,487867,355330,281362,208944,169447,426002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10773,25736,24125,65801,126847,192925,304747,451093,589144,826969,969441,1234429,1462170,1626582,1799065,1998155,2124931,2252222,2346076,2377309,2460543,2507216,2643366,2657290,2654779,2797112,2749564,2845063,2789089,2810752,2871007,2900903,2896702,2931242,3039958,2968495,2934135,2916713,2919109,2916277,2926488,2931657,2981176,2943849,2868606,2849482,2783646,2752689,2707817,2690369,2594797,2507538,2481091,2461476,2522081,2491860,2346834,2401660,2267825,2289341,2166241,1971307,1894470,1806051,1770511,1652020,1537225,1455459,1272984,1190563,1045929,916822,767114,668374,576447,456998,347942,275366,222700,170193,136079,86043,60528,33895,42332
2067,133530.06152088,92017.6205231444,24075.7881859005,20816.299620258,-3379.64680842284,70870.7085748182,58206.81559182,9031.39508278742,4036.52250812654,11479.8382450436,9483.80456847637,15075.3402510537,132298.665666181,1.88994238553212,2.26116660734363,2.56760283096574,2.295408456761,2.56747741785951,2.29529633883484,2.32066697148465,4.11954024052662,4.032,61.22,178.674827909735,173.547170239051,3.7841005,3.02750075,3.2167755,3.639,,,,1557.10272688429,293.856598854486,244.859421105125,315.581933015108,640.097901574855,35205.5764301252,6760.66055191294,21268.7902364055,8017.06115888586,10716.1044726087,2535.62460491094,7176.12564180676,3295300,3308192,3320970,3333244,3345163,3357092,3369446,3388922,3409314,3430794,3453731,3478553,3505601,3535026,3566963,3601308,3624732,3652156,3684427,3716857,3658799,3673514,3600607,3499845,3372498,3277211,3033375,2983655,2727170,2605118,2469258,2380382,2215362,2190426,2121689,2098582,2132322,2088390,2083250,2013126,2034429,2082043,1945169,1973113,1949264,1995951,1902788,2003932,1979701,2007666,2126267,2056655,2110412,2078758,2106523,2033841,2110334,2104070,2203462,2134678,2123971,2030525,2015190,1947400,1908563,1892753,1940965,1893427,1936777,1842544,1859107,1741422,1783835,1844968,1852050,1821879,1824600,1771809,1793669,1650265,1633900,1566345,1494691,1394224,1406373,1283611,1243195,1141465,1021529,974063,850513,768136,690654,603322,542772,466188,402067,288613,220164,164879,420608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13160,24764,33924,44802,147187,177515,296473,444422,620150,764633,1058126,1157515,1462825,1632376,1814110,1949762,2162579,2235808,2353284,2425339,2439836,2531872,2582683,2694262,2705989,2680001,2824497,2776998,2888182,2794920,2813525,2853381,2904177,2896859,2926153,3017563,2956569,2912136,2883337,2919130,2895051,2899439,2917377,2976697,2928157,2844200,2830454,2767951,2726614,2667617,2647984,2545862,2481253,2436008,2424426,2485960,2432673,2300361,2349667,2209037,2228968,2075534,1885475,1822839,1722002,1689555,1570312,1443473,1362339,1175708,1095321,934813,809349,663836,573634,474472,373867,276065,214914,166145,117160,91348,58466,35778,45478
2068,138102.130827355,95168.3038498569,24900.1431733857,21529.0497192557,-3495.36591514323,73297.32163642,60199.8169576839,9340.63005042206,4174.73303880479,11872.9079065539,9808.530036901,15591.5199012498,136828.571978592,1.91557000427994,2.30530457951898,2.62604147139852,2.34139643656891,2.62591320388999,2.34128207238591,2.36800857770294,4.25837894131277,4.032,61.22,178.767738820248,173.637414767575,3.7841005,3.02750075,3.2167755,3.639,,,,1610.41792425281,303.918248799264,253.243407683764,326.387458401546,662.014853724778,36411.0153670927,6992.14556921044,21997.0336141001,8291.56533296611,11083.0238897509,2622.44439138309,7421.83618378222,3289624,3303060,3316334,3329037,3341278,3353347,3365547,3384506,3404075,3424450,3445881,3468765,3493584,3520711,3550342,3582565,3608439,3627919,3660929,3682618,3667963,3628368,3589320,3516618,3364093,3218053,3095023,2866234,2798190,2568974,2452544,2346084,2295077,2154200,2136400,2100677,2075508,2124804,2080047,2097224,2017355,2035573,2069286,1959620,1965091,1933516,1995445,1909931,2015285,1963886,2023495,2121547,2072630,2139593,2091187,2095369,2029972,2090382,2094753,2217541,2134613,2123681,2017667,2001766,1928129,1895380,1881271,1923195,1870392,1910906,1828835,1840902,1731947,1779151,1818009,1822577,1810969,1817784,1743230,1762142,1609213,1596037,1517978,1463358,1372082,1352158,1212372,1170654,1073886,961370,891369,762333,678759,597543,521681,449691,382432,321176,222904,165914,411880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8979,27038,34543,56117,115872,201795,288357,409887,612348,808992,983295,1263914,1383534,1663128,1828014,1980892,2078926,2267384,2332900,2416774,2490056,2487415,2578249,2604425,2723831,2736252,2720180,2832607,2801630,2915179,2800624,2805439,2835880,2909761,2866596,2914401,2983289,2907886,2878994,2872123,2898480,2889181,2881011,2873229,2943266,2893955,2819036,2804928,2744789,2697534,2635534,2619571,2520908,2457161,2397316,2387939,2436350,2374441,2257440,2304464,2137318,2147375,2011329,1820009,1756876,1640438,1610241,1469403,1327681,1262924,1086709,1003695,839976,709928,577776,489609,397379,309403,214416,167352,116911,80602,65499,41740,50898
2069,142830.747786884,98426.866573676,25752.7240756425,22266.204381643,-3615.04724407773,75807.021929251,62261.058690315,9660.45322334851,4317.67589805347,12279.4362732743,10144.3741053645,16125.3735426685,141513.582283139,1.94154513353797,2.35030412491119,2.68581017528755,2.38830577496142,2.68567898841053,2.38818911951836,2.41631595268808,4.40189684990137,4.032,61.22,178.860698044435,173.727706223254,3.7841005,3.02750075,3.2167755,3.639,,,,1665.55863397922,314.324409638151,261.914461962856,337.562964977215,684.682242316315,37657.728533262,7231.55663350021,22750.2120450469,8575.46852996687,11462.5066277359,2712.23688734405,7675.95985471493,3283389,3297420,3311209,3324403,3337074,3349466,3361806,3380613,3399664,3419218,3439545,3460925,3483806,3508707,3536042,3565963,3584900,3611732,3640879,3656047,3621783,3642816,3559366,3470695,3383417,3197382,3035781,2937680,2696117,2659469,2437698,2357273,2253462,2225717,2125320,2114793,2084796,2059151,2094858,2062754,2086929,1992629,2013797,2056380,1944680,1967338,1935119,1989572,1911539,2013198,1960795,2010424,2131364,2081216,2147217,2071436,2085143,2021234,2088293,2091312,2211134,2141238,2115990,1990426,2000360,1912685,1883346,1863949,1911241,1852408,1896967,1824672,1822057,1715245,1769650,1806685,1813290,1792865,1805388,1721808,1721897,1555566,1571335,1472479,1400114,1333773,1316987,1173657,1111892,1011308,889439,812970,685660,612192,514768,430713,371994,309239,244854,172615,409811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13798,22781,32666,59851,139173,165247,297501,436467,575324,813520,1027806,1179359,1474660,1564438,1837548,1966972,2117458,2192026,2339438,2397106,2474427,2546624,2555546,2631415,2648651,2780102,2785626,2755713,2864549,2810630,2919341,2806027,2798017,2827808,2899542,2862941,2886580,2955242,2879708,2876324,2858279,2881633,2864089,2855067,2847369,2900719,2864860,2805954,2765134,2717413,2666983,2607279,2583314,2488625,2419187,2346824,2348817,2390036,2316713,2193539,2233350,2068119,2065755,1934251,1751374,1691465,1538745,1520794,1393409,1214547,1131267,965201,893497,736860,610542,479210,399329,305350,244966,169255,115597,77507,60353,42522,56050
2070,147721.272591107,101797.002485159,26634.4973479924,23028.5992196705,-3738.82646171495,78402.6543601086,64392.8773398714,9991.22714171596,4465.51312080282,12699.8841712712,10491.7174747322,16677.5063327695,146359.007340513,1.96787248554875,2.39618206142946,2.74693921487709,2.43615493114559,2.74680504218675,2.43603593853759,2.46560879812292,4.55025166717506,4.032,61.22,178.953705607418,173.818044630491,3.7841005,3.02750075,3.2167755,3.639,,,,1722.58736160667,325.086877424161,270.882413140464,349.121120898035,708.125762293225,38947.1291582409,7479.16513263126,23529.1793054693,8869.09257243294,11854.9828546696,2805.10387836671,7938.78472014037,3276492,3291221,3305576,3319284,3332446,3345266,3357930,3376880,3395781,3414819,3434327,3454606,3475986,3498952,3524063,3551692,3570061,3588333,3618268,3637004,3599037,3595204,3583563,3461470,3342818,3211177,3036779,2876465,2771155,2533945,2503298,2328932,2248909,2181145,2168397,2086898,2066928,2075951,2045235,2055822,2057580,2102462,1981566,2015829,2041206,1957843,1964167,1950074,1995412,1915583,1998775,1966451,2007132,2128191,2079990,2147615,2071632,2067248,2018534,2053466,2085236,2202004,2131345,2117611,1980481,1998684,1898673,1880173,1851258,1895196,1853174,1871111,1798506,1797974,1701605,1759286,1791016,1781118,1763630,1786948,1695845,1678580,1537891,1530150,1441738,1370844,1271277,1247198,1121253,1050739,951379,811284,736592,595643,540402,430292,350562,300834,235622,190135,412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12068,27499,34877,57019,139140,190046,251273,424956,596660,782111,1010756,1225938,1386612,1679121,1763863,1990117,2119403,2233644,2292655,2420608,2486908,2523653,2598918,2630651,2670721,2664839,2818937,2806443,2787992,2863067,2819598,2904506,2794889,2784213,2829034,2878316,2848067,2870638,2935997,2857088,2852061,2851088,2857459,2870156,2829634,2821900,2872400,2824167,2773367,2725240,2688300,2625584,2572443,2548883,2435708,2390878,2315168,2311093,2336434,2254574,2128495,2180354,2004735,1984329,1849616,1673331,1583174,1446424,1409514,1269259,1112901,1031438,852610,782188,618558,508733,383932,330177,228863,189377,123903,77091,58464,37730,61236
